country,obs,year,month,pday,old_day,evday,form,form_recode,goal_recode,goal_recode2,goal,part,partmedian,frame,orgdummy,title,dataset,frame1
D,4342,1990,2,5,,Saturday,protest meeting,demonstrative,Homosexuals,cultural liberalism,,,.5,,0,HIV-Infizierte veranstalten Trauer- und Mutkundgebung in Frankfurt,new data set,national
D,4343,1990,2,5,,Weekend,demonstration with violence,light violence,Anti-Nuclear Energy,environment,,.05,.050000001,,0,eine Gruppe Jugendlicher randaliert nach Anti-Atom-Kundgebung in Gorleben,new data set,national
D,4344,1990,2,12,,Sunday,"demonstration, protest march",demonstrative,Environment,environment,,.1,.1,,0,100 Bürger demonstrieren in Mainhausen gegen Sondermülldeponie,new data set,regional
D,4345,1990,2,12,,,other demonstrative forms,demonstrative,Anti-Nuclear Energy,environment,,.4,.40000001,,1,Atomgegner kündigen weitere Protestaktionen gegen Versuchsanlage in Gorleben an,new data set,national
D,4346,1990,2,12,,Saturday,perturbation of demonstrations,confrontational,Solidarity internal (incl. anti-racism),immigration,,,.079999998,,1,Autonome stören Rede von Frankfurts Bürgermeister bei Konferenz gegen Neofaschismus,new data set,local
D,4347,1990,2,12,,Weekend,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,,.4,.40000001,,1,400 Atomgegner demonstrieren mit Waldspaziergang in Gorleben gegen Versuchsanlage,new data set,national
D,4348,1990,2,12,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,1.5,1.5,,1,1 500 demonstrieren in Frankfurt gegen Rassismus,new data set,national
D,4349,1990,2,19,,Saturday,illegal demonstration,confrontational,Solidarity internal (incl. anti-racism),immigration,,1.5,1.5,,1,1 500 demonstrieren in Frankfurt gegen NPD-Aufmarsch,new data set,national
D,4350,1990,2,19,,,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,,.15,.15000001,,0,150 demonstrieren in Frankfurt Solidarität mit Angeklagten im Prozess um den Brandanschlag auf Frankfurter Börse,new data set,local
D,4351,1990,2,19,,,blockade or other forms of blocking,confrontational,"Squatters, autonomous youth",cultural liberalism,,.04,.039999999,,0,"40 blockieren in Frankfurt Straße, um ihre Solidarität mit den Angeklagten im Prozess um den Brandanschlag auf die Frankfurter Börse zu demonstrieren",new data set,local
D,4352,1990,2,19,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,,.5,.5,,0,mehrere Hundert protestieren in Göttingen gegen Panzerzielfeld,new data set,national
D,4353,1990,2,26,,Sunday,criminal fire aimed at objects,heavy violence,"Squatters, autonomous youth",cultural liberalism,,,.0049999999,,1,linke Terroristen verüben Anschlag auf Rechenzentrum der Deutschen Bank in Eschborn,new data set,international
D,4354,1990,3,5,,Saturday,demonstration with violence,light violence,Solidarity internal (incl. anti-racism),immigration,,2,2,,0,Linke liefern sich in Hamburg bei Demonstration gegen Rechts Straßenschlacht mit der Polizei,new data set,national
D,4355,1990,3,5,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,,.02,.02,,0,20 Rechte demonstrieren in Hamburg,new data set,national
D,4356,1990,3,5,,Saturday,demonstration with violence,light violence,Solidarity external,cultural liberalism,,,.1,,0,Handgreiflichkeiten zwischen Demonstranten gegen das Apardheid-Regime in Südafrika und Ausstellern Südafrikas aus Tourismusbörse in Berlin,new data set,international
D,4357,1990,3,5,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,2,2,,1,2 000 Linke demonstrieren in Hamburg gegen Rechts,new data set,national
D,4358,1990,3,5,,Saturday,other demonstrative forms,demonstrative,Solidarity external,cultural liberalism,,.5,.5,,0,mehrere Hundert demonstrieren in Berlin mit Menschenkette gegen das Apartheid-Regime in Südafrika,new data set,international
D,4359,1990,3,5,,Friday,other symbolic/ludic non-confrontational forms,demonstrative,Environment,environment,,.03,.029999999,,1,Autobahngegner laden Reste von gefällten Bäumen vor dem Amtssitz des hessischen Umweltministers ab,new data set,regional
D,4360,1990,3,12,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,,20,20,,0,20 000 demonstrieren in Aalen gegen Müllverbrennungsanlage,new data set,regional
D,4361,1990,3,12,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,,.4,.40000001,,0,400 protestieren in Aachen gegen den Bundesparteitag der FAP,new data set,national
D,4362,1990,3,12,,Saturday,other demonstrative forms,demonstrative,Solidarity internal (incl. anti-racism),immigration,,1.5,1.5,,1,1 500 demonstrieren in München mit Menschenkette gegen Rechts,new data set,national
D,4363,1990,3,19,,,protest meeting,demonstrative,Other right,economic (others),,.25,.25,,1,250 Jungunternehmer demonstrieren in Frankfurt gegen Arbeitszeitverkürzung,new data set,national
D,4364,1990,3,19,,Saturday,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,,.050000001,,0,"junge Leute besetzen in Hamburg Haus, um ein Wohnprojekt dort einzurichten",new data set,local
D,4365,1990,3,26,,Saturday,other symbolic/ludic non-confrontational forms,demonstrative,Environment,environment,,.02,.02,,1,20 Tierschützer protestieren in Käfigen sitzend in Marburg gegen Käfighaltung von Legehennen,new data set,local
D,4366,1990,4,2,,Weekend,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,1,1,,0,1 000 demonstrieren in Wiesbaden gegen neues Ausländergesetz,new data set,national
D,4367,1990,4,2,,Saturday,"demonstration, protest march",demonstrative,Labor,economic (others),,3,3,,1,3 000 Bauarbeiter demonstrieren in Mainz für vollen Lohn,new data set,national
D,4368,1990,4,2,,Weekend,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,20,20,,0,"20 000 demonstrieren in München, Hamburg und Berlin gegen neues Ausländergesetz",new data set,national
D,4369,1990,4,2,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,,30,30,,1,30 000 demonstrieren in Kupferzell-Westernach gegen Sondermüllanlage,new data set,regional
D,4370,1990,4,2,,Saturday,demonstration with violence,light violence,Foreigners external,others,,.08,.079999998,,0,80 Kurden liefern sich in Frankfurt bei Demonstration gegen die Unterdrückung ihres Volkes Straßenschlacht mit der Polizei,new data set,international
D,4371,1990,4,9,,,"collection of signatures campaign, petition",petitions,Others,others,,1,1,,1,Bürgerinitiative in Ulrichstein sammelt Unterschriften gegen die Abwahl ihres Bürgermeisters durch die Stadtverordnetenversammlung,new data set,local
D,4372,1990,4,17,,Friday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,70,70,,1,70 000 nehmen bundesweit in mehr als 300 Orten an Osteraktionen der Friedensbewegung teil,new data set,national
D,4373,1990,4,17,,Sunday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,11,11,,1,11 000 demonstrieren in Berlin bei Ostermarsch für Entmilitarisierung,new data set,international
D,4374,1990,4,17,,Sunday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,1,1,,0,1 000 demonstrieren bei Ostermarsch an der hessisch-thüringischen Grenze für Entmilitarisierung,new data set,international
D,4375,1990,4,23,,Sunday,other symbolic/ludic non-confrontational forms,demonstrative,Environment,environment,,,.2,,0,Studenten tragen am Tag der Erde die kranke Erde symbolisch auf einer Bahre durch die Straßen,new data set,national
D,4376,1990,4,23,,Friday,demonstration with violence,light violence,Solidarity internal (incl. anti-racism),immigration,,,.1,,0,Krawalle in Berlin zwischen Rechten und Autonomen,new data set,national
D,4377,1990,4,23,,Saturday,criminal fire aimed at objects,heavy violence,Right-wing extremism,immigration,,,.0049999999,,0,Brandanschlag auf Asylbewerberheim in Bornheim,new data set,national
D,4378,1990,4,23,,Saturday,"demonstration, protest march",demonstrative,Foreigners external,others,,10,10,,0,10 000 Kurden demonstrieren in Köln gegen türkische Kurdenpolitik,new data set,international
D,4379,1990,4,23,,Friday,demonstration with violence,light violence,Right-wing extremism,immigration,,,.1,,0,Krawalle in Berlin zwischen 300 Rechten und Autonomen,new data set,national
D,4380,1990,4,23,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,3,3,,1,3 000 demonstrieren in Karlsruhe gegen Luftkampfübungen,new data set,national
D,4381,1990,4,30,,Sunday,perturbation of demonstrations,confrontational,Others,others,,.005,.0049999999,,0,mehrere Personen versuchen bei Kundgebung der Vertriebenen in Bonn einen Redner von der Tribüne zu drängen,new data set,national
D,4382,1990,4,30,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,,60,60,,1,60 000 demonstrieren in Stuttgart gegen den Bau von Giftmüllverbrennungsanlagen,new data set,national
D,4383,1990,4,30,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,,5,5,,1,Tausende demonstrieren in NRW gegen den Bau von Giftmüllverbrennungsanlagen,new data set,national
D,4384,1990,4,30,,Saturday,demonstration with violence,light violence,Right-wing extremism,immigration,,.05,.050000001,,0,eine Gruppe von Skinheads zieht randalierend durch Duderstadt,new data set,national
D,4385,1990,4,30,,Weekend,demonstration with violence,light violence,Right-wing extremism,immigration,,,.1,,0,Ausschreitungen von Rechtsextremen in Göttingen und Northeim,new data set,national
D,4386,1990,5,7,,Sunday,"demonstration, protest march",demonstrative,Education,cultural (others),,,1,,1,Hessens Schüler protestieren landesweit mit verschiedenen Aktionen gegen Einwegprodukte,new data set,regional
D,4387,1990,5,7,,Sunday,symbolic/ludic confrontational actions,confrontational,Anti-Nuclear Energy,environment,,.06,.059999999,,0,"60 AKW-Gegner dringen iauf Atomgelände in Gorleben ein und picknicken dort, um mangelnde Sicherheit zu beweisen",new data set,national
D,4388,1990,5,7,,,hunger strike,confrontational,Solidarity internal (incl. anti-racism),immigration,,,.0175,,1,Nordhessischer Initiativausschuss protestiert mit dreitägigem Hungerstreik gegen neues Ausländergesetz,new data set,national
D,4389,1990,5,7,,Weekend,limited destruction of objects,light violence,Right-wing extremism,immigration,,,.050000001,,0,Unbekannte schänden Grab B. Brechts in Frankufrt mit antisemitischen Sprüchen,new data set,national
D,4390,1990,5,7,,Sunday,boycott,confrontational,Education,cultural (others),,,1,,1,Hessens Schüler boykottieren Einwegprodukte,new data set,regional
D,4391,1990,5,7,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,,.5,.5,,1,500 demonstrieren in Frankfurt gegen Straßenwahn und eine verkehrsberuhigte Stadt,new data set,local
D,4392,1990,5,7,,Weekend,other symbolic/ludic non-confrontational forms,demonstrative,Education,cultural (others),,,.2,,1,Schüler in Fulda protestieren mit Müllberg gegen Einwegprodukte,new data set,regional
D,4393,1990,5,14,,Saturday,"demonstration, protest march",demonstrative,Others,others,,7,7,,1,7 000 demonstrieren in Frankfurt gegen die deutsche Einheit,new data set,national
D,4394,1990,5,14,,Saturday,demonstration with violence,light violence,Others,others,,,.1,,0,Krawalle bei Demo gegen die deutsche Einheit in Frankfurt,new data set,national
D,4395,1990,5,14,,Monday,party with political meaning,festivals,Peace,cultural liberalism,,,2.5,,1,zahlreiche Gruppen protestieren mit Konzert gegen militärischen Teil der ILA in Hannover,new data set,regional
D,4396,1990,5,14,,Saturday,demonstration with violence,light violence,Others,others,,,.1,,0,Auseinandersetzungen zwischen Polizei und Demonstranten nach Demo gegen die deutsche Einheit,new data set,national
D,4397,1990,5,14,,,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,1,zahlreiche Gruppen rufen auf Plakat zu Mahnwachen gegen militärischen Teil der Internationalen Luftfahrtmesse (ILA) in Hannover auf,new data set,regional
D,4398,1990,5,21,,Saturday,"demonstration, protest march",demonstrative,Civil rights,cultural (others),,1,1,,0,Tausend demonstrieren trotz Verbot in Hamburg gegen die Durchsuchung von Hafenstraßenhäusern und die Räumung zweier besetzter Häuser,new data set,regional
D,4399,1990,5,21,,,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,1,Friedensgruppen protestieren mit Transparent gegen Verleihung eines Bürgerpreises in Frankfurt an Leipziger Superintendenten,new data set,regional
D,4400,1990,5,21,,Saturday,"demonstration, protest march",demonstrative,Other left,economic (others),,1,1,,1,1 000 demonstrieren in Frankfurt gegen Wohnungsnot,new data set,local
D,4401,1990,5,28,,Saturday,protest meeting,demonstrative,Labor,welfare,,.1,.1,,1,100 Behinderte demonstrieren in Frankfurt für behindertengerechten S-Bahn-Zugang,new data set,local
D,4402,1990,5,28,,,symbolic violence against objects,confrontational,Countermobilization NSM,cultural liberalism,,,.02,,0,Farbbeutelanschlag auf Stand vom Abtreibungsgegnern auf Katholikentag in Berlin,new data set,national
D,4403,1990,6,5,,Sunday,other symbolic/ludic non-confrontational forms,demonstrative,Environment,environment,,.05,.050000001,,1,50 protestieren in Hünfeld gegen Fischsterben durch Umweltverschmutzung,new data set,local
D,4404,1990,6,5,,,other symbolic/ludic non-confrontational forms,demonstrative,Solidarity external,cultural liberalism,,.005,.0049999999,,0,"5 junge Leute ketten sich im China-Park in Schwalmstadt an, um gegen das Massaker in Peking ein Jahr zuvor zu protestieren",new data set,international
D,4405,1990,6,18,,Saturday,"demonstration, protest march",demonstrative,Countermobilization NSM,cultural liberalism,,,1,,1,Lebensschützer demonstrieren in Bonn gegen Schwangerschaftsabbruch,new data set,national
D,4406,1990,6,18,,Sunday,squatting,confrontational,Environment,environment,,.002,.0020000001,,1,2 Vertreter der Bürgerinitiative besetzen Schornstein der Sondermüllverbrennungsanlage in Biebesheim,new data set,regional
D,4407,1990,6,18,,Saturday,"demonstration, protest march",demonstrative,Women,cultural liberalism,,10,10,,1,10 000 Frauen demonstrieren in Bonn gegen den § 218,new data set,national
D,4408,1990,6,18,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,,.07,.07,,1,70 Rechte demonstrieren in Bad Schwalbach,new data set,national
D,4409,1990,6,25,,Sunday,protest meeting,demonstrative,Peace,cultural liberalism,,.15,.15000001,,0,150 demonstrieren in Michelstadt gegen Tiefflieger,new data set,international
D,4410,1990,6,25,,Friday,protest meeting,demonstrative,Homosexuals,cultural liberalism,,,.5,,0,Homosexuelle planen nach Veranstaltungswoche in der DDR Kundgebung in West-Berlin,new data set,national
D,4411,1990,6,25,,Friday,demonstration with violence,light violence,Solidarity internal (incl. anti-racism),immigration,,.08,.079999998,,0,"80 Autonome greifen Drehort einer Talkshow in Bremen an, um gegen den rechtsextremen Talkgast zu protestieren",new data set,national
D,4412,1990,6,25,,,other demonstrative forms,demonstrative,Countermobilization NSM,cultural liberalism,,,.5,,1,Katholische Kirche protestiert mit Mahnläuten gegen die Abschaffung des § 218,new data set,national
D,4413,1990,6,25,,,other symbolic/ludic non-confrontational forms,demonstrative,Women,cultural liberalism,,.1,.1,,1,100 Frauen protestieren in Petersberg gegen den § 218,new data set,national
D,4414,1990,6,25,,,other symbolic/ludic non-confrontational forms,demonstrative,Peace,cultural liberalism,,,.2,,0,"Anwohner im Odenwald wollen mit Ballons verhindern, dass Tiefflieger die vorgeschriebene Mindestflughöhe unterschreiten",new data set,international
D,4415,1990,6,25,,Saturday,"demonstration, protest march",demonstrative,Other left,economic (others),,5,5,,1,mehrere Tausend protestieren in Hamburg gegen Wohnungsnot und Mietwucher,new data set,local
D,4416,1990,7,2,,Friday,demonstration with violence,light violence,"Squatters, autonomous youth",cultural liberalism,,.5,.5,,0,500 Autonome protestieren mit Randalen gegen neues Musical-Theater in Hamburg,new data set,local
D,4417,1990,7,2,,Saturday,party with political meaning,festivals,Civil rights,cultural (others),,.2,.2,,1,200 Autonome protestieren in Frankfurt gegen Haftbedingungen in Gefängnissen,new data set,local
D,4418,1990,7,9,,Weekend,other illegal confrontational forms,confrontational,Environment,environment,,,.0115,,0,Unbekannte dringen auf Nerzfarm bei Düren ein und befreien 10 000 Tiere aus ihren Käfigen,new data set,national
D,4419,1990,7,16,,Saturday,violence against persons,heavy violence,Right-wing extremism,immigration,,.002,.0020000001,,0,Neonazis greifen in Machenrode Frauen an,new data set,national
D,4420,1990,7,16,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,.2,.2,,0,"200 protestieren in Mackerode gegen Neonazi, der Frau angegriffen hat",new data set,national
D,4421,1990,7,30,,Friday,criminal fire aimed at objects,heavy violence,"Squatters, autonomous youth",cultural liberalism,,,.0049999999,,1,RAF verübt Attentat auf Staatssekretär an Autobahn-Abfahrt Bonn-Auerberg,new data set,national
D,4422,1990,7,30,,Sunday,hunger strike,confrontational,Civil rights,cultural (others),,.001,.001,,0,Friedensaktivist protestiert mit Hungerstreik gegen seine Haftstrafe wegen einer Sitzblockade und gegen die Kriminalisierung der Friedensbewegung,new data set,local
D,4423,1990,7,30,,Friday,limited destruction of objects,light violence,Right-wing extremism,immigration,,,.050000001,,0,Unbekannte schänden jüdischen Friedhof in Stuttgart,new data set,national
D,4424,1990,7,30,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,,,1,,0,Anwohner demonstrieren in Lübeck gegen zunehmenden Durchgangsverkehr am Grenzübergang zur DDR,new data set,regional
D,4425,1990,8,6,,Saturday,demonstration with violence,light violence,Right-wing extremism,immigration,,,.1,,1,Rechte randalieren auf Weinfest in Wicker,new data set,national
D,4426,1990,8,6,,,limited destruction of objects,light violence,Right-wing extremism,immigration,,,.050000001,,0,Unbekannte schänden jüdischen Friedhof in Babenhausen,new data set,national
D,4427,1990,8,6,,Weekend,other symbolic/ludic non-confrontational forms,demonstrative,Environment,environment,,,.2,,1,Greenpeace will mit Transparent über der Autobahn bei München und veränderten Verkehrsschildern auf Ozongefahr aufmerksam machen,new data set,national
D,4428,1990,8,6,,Thursday,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,.005,.0049999999,,0,"Gruppe besetzt Haus in Frankfurt, um gegen leerstehende Wohnungen zu protestieren",new data set,local
D,4429,1990,8,6,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,,.06,.059999999,,1,60 Rechte trefen sich in Hochheim,new data set,national
D,4430,1990,8,13,,Saturday,demonstration with violence,light violence,Right-wing extremism,immigration,,.007,.0070000002,,0,7 Rechte greifen Asylbewerberheim in Seeheim an,new data set,national
D,4431,1990,8,20,,Saturday,demonstration with violence,light violence,Right-wing extremism,immigration,,1,1,,0,1 000 Neonazis marschieren zum Todestag von Rudolf Heß in Wunsiedel auf,new data set,national
D,4432,1990,8,20,,Weekend,blockade or other forms of blocking,confrontational,Environment,environment,,.05,.050000001,,1,50 Jusos protestieren mit Straßenblockade in Wanfried gegen Schwerlastverkehr im Grenzgebiet,new data set,regional
D,4433,1990,8,20,,Saturday,demonstration with violence,light violence,Solidarity internal (incl. anti-racism),immigration,,4,4,,0,4 000 Gegendemonstranten bei Neonazi-Aufmarsch in Wunsiedel,new data set,national
D,4434,1990,8,27,,Weekend,other symbolic/ludic non-confrontational forms,demonstrative,Peace,cultural liberalism,,,.2,,0,Anwohner in der Pfalz protestieren mit Ballonaktionen gegen Fluglärm von Tieffliegern,new data set,national
D,4435,1990,8,27,,,"theft, burglary",light violence,"Squatters, autonomous youth",cultural liberalism,,.001,.001,,0,"Mann raubt Banken aus und verschenkt gestohlenes Geld an Bettler, um gegen die kapitalistische Haltung der Banken zu protestieren",new data set,international
D,4436,1990,9,3,,Saturday,other symbolic/ludic non-confrontational forms,demonstrative,Peace,cultural liberalism,,,.2,,0,32 hessische Gemeinden protestieren mit Ballonaktionen gegen Lärm der Tiefflieger,new data set,international
D,4437,1990,9,3,,,limited destruction of objects,light violence,Right-wing extremism,immigration,,,.050000001,,0,Unbekannte schänden jüdischen Friedhof in Hechingen,new data set,national
D,4438,1990,9,3,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,,1,,1,DGB-Demonstration zum Antikriegstag in Göttingen,new data set,national
D,4439,1990,9,10,,,symbolic violence against objects,confrontational,Right-wing extremism,immigration,,,.02,,0,Unbekannte schmieren Hakenkreuze an Haus der Initiatorin der Rotenburger Kulturwoche gegen Rechts,new data set,local
D,4440,1990,9,17,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,,.1,.1,,1,100 Tierschützer protestieren in Langen gegen Tierversuche,new data set,national
D,4441,1990,9,24,,Weekend,other symbolic/ludic non-confrontational forms,demonstrative,Solidarity internal (incl. anti-racism),immigration,,,.2,,1,Pfadfinder starten Plakataktion gegen Fremdenfeindlichkeit und gegen ein verschäftes Asylrecht,new data set,national
D,4442,1990,9,24,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,,.025,.025,,0,zwei Dutzend Anwohner protestieren in Wölfersheim gegen NPD-Parteitag,new data set,national
D,4443,1990,9,24,,Sunday,bomb threat,confrontational,Solidarity internal (incl. anti-racism),immigration,,,.0049999999,,0,Bombendrohung gegen Tagungsort des NPD-Parteitages in Wölfersheim,new data set,national
D,4444,1990,10,1,,Saturday,"demonstration, protest march",demonstrative,Women,cultural liberalism,,10,10,,1,10 000 Frauen demonstrieren in Berlin gegen Sozialabbau und für ein selbstbestimmtes Leben,new data set,national
D,4445,1990,10,1,,Weekend,"demonstration, protest march",demonstrative,Women,cultural liberalism,,.5,.5,,0,mehrere hundert Frauen protestieren in Oldenburg mit Schweigemarsch gegen sexuelle Gewalt gegen Frauen,new data set,national
D,4446,1990,10,8,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,1.5,1.5,,1,1 500 Ärzte protestieren in Bonn gegen Atomwaffen,new data set,international
D,4447,1990,10,8,,Tuesday,other illegal confrontational forms,confrontational,Civil rights,cultural (others),,.001,.001,,0,1 Häftling will mit Meuterei in Bonner Gefängnis eine Amnestie erzwingen,new data set,national
D,4448,1990,10,8,,Tuesday,other illegal confrontational forms,confrontational,Civil rights,cultural (others),,.1,.1,,0,100 Häftlinge wollen mit Meuterei in Bonner Gefängnis eine Amnestie erzwingen,new data set,national
D,4449,1990,10,8,,Sunday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,.25,.25,,1,250 demonstrieren in Erfurt gegen NPD,new data set,national
D,4450,1990,10,15,,Saturday,"demonstration, protest march",demonstrative,Labor,economic (others),,15,15,,1,15 000 demonstrieren in Stuttgart gegen drohenden Notstand im Erziehungs- und Pflegedienst,new data set,national
D,4451,1990,10,15,,Saturday,"demonstration, protest march",demonstrative,Labor,economic (others),,5,5,,1,5 000 demonstrieren in Frankfurt und Hannover gegen drohenden Notstand im Erziehungs- und Pflegedienst,new data set,national
D,4452,1990,10,15,,,"collection of signatures campaign, petition",petitions,Labor,economic (others),,5,5,,1,Postgewerkschafter protestieren mit tausenden Unterschriften gegen Eigenbeteiligung bei Arbeitskleidung,new data set,national
D,4453,1990,10,22,,Weekend,"demonstration, protest march",demonstrative,Environment,environment,,5,5,,1,mehrere Tausend demonstrieren in Göttingen gegen den Autowahn und für eine Wende in der Verkehrspolitik,new data set,regional
D,4457,1990,10,29,,,other demonstrative forms,demonstrative,Foreigners internal,immigration,,,10,,0,Asylbewerber protestieren in Bergisch-Gladbach mit verschiedenen Veranstaltungen gegen Auszahlung der Sozialhilfe in Naturalien,new data set,national
D,4458,1990,10,29,,,hunger strike,confrontational,Foreigners internal,immigration,,,.0175,,0,Asylbewerber protestieren in Bergisch-Gladbach mit Hungerstreik gegen Auszahlung der Sozialhilfe in Naturalien,new data set,national
D,4459,1990,10,29,,,blockade or other forms of blocking,confrontational,Foreigners internal,immigration,,,.25,,0,Asylbewerber in Gladbeck protestieren mit Rathausblockade gegen Auszahlung der Sozialhilfe in Naturalien,new data set,national
D,4461,1990,10,29,,,violence against persons,heavy violence,Foreigners internal,immigration,,,.0049999999,,0,Asylbewerber in Gladbeck protestieren mit Gewalt gegen Mitarbeiter gegen Auszahlung der Sozialhilfe in Naturalien,new data set,national
D,4462,1990,10,29,,Saturday,demonstration with violence,light violence,Right-wing extremism,immigration,,.027,.027000001,,0,27 Skinheads greifen Infostand von Antifaschisten in Halle an,new data set,national
D,4463,1990,11,5,,,"collection of signatures campaign, petition",petitions,Environment,environment,,.04,.039999999,,0,40 Prominente setzen sich mit der Unterzeichnung einer Selbstverpflichtung (veröffentlicht im Spiegel) für umweltbewusstes Leben ein,new data set,national
D,4464,1990,11,5,,Sunday,"demonstration, protest march",demonstrative,Other left,cultural (others),,5,5,,1,mehrere Tausend demonstrieren in Berlin für gleiche soziale Rechte in allen Teilen Dtls.,new data set,national
D,4465,1990,11,5,,Saturday,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,,5,5,,1,"5 000 Linke demonstrieren in Berlin gegen Nationalismus, Imperialismus und Rassismus",new data set,national
D,4466,1990,11,12,,Weekend,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,,.3,.30000001,,1,"mehr als 300 Ärzte, Bauern und Umweltschützer demosntrieren in Gorleben gegen Atomlager",new data set,national
D,4467,1990,11,12,,Friday,blockade or other forms of blocking,confrontational,Foreigners internal,immigration,,1,1,,1,"1 000 Roma blockieren Grenzübergang Weil am Rhein, um ihr Bleiberecht in Deutschlad durchzusetzen",new data set,regional
D,4468,1990,11,12,,Saturday,demonstration with violence,light violence,"Squatters, autonomous youth",cultural liberalism,,.05,.050000001,,0,50 Autonome randalieren in Hannover,new data set,local
D,4469,1990,11,19,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,4,4,,1,4 000 demonstrieren in Berlin gegen Rüstungsexporte und Wehrpflicht,new data set,national
D,4470,1990,11,19,,Weekend,squatting,confrontational,Other left,economic (others),,.03,.029999999,,0,"30 Obdachlose besetzen Haus in Berlin, um gegen leerstehende Wohnungen zu protestieren",new data set,local
D,4471,1990,11,19,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,5,5,,1,5 000 demonstrieren in Stuttgart gegen Rüstungsexporte und Wehrpflicht,new data set,national
D,4472,1990,11,19,,Sunday,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,,4,4,,0,4 000 demonstrieren in Berlin gegen die Räumung besetzter Häuser,new data set,local
D,4474,1990,11,19,,Weekend,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,,6,6,,0,6 000 demonstrieren in Göttingen gegen Gewalt und Rechtsextremismus,new data set,local
D,4475,1990,11,26,,Monday,protest meeting,demonstrative,Women,cultural liberalism,,,.5,,1,Kundgebung gegen Gewalt an Frauen in Frankfurt,new data set,national
D,4476,1990,12,3,,Friday,limited destruction of objects,light violence,Environment,environment,,,.050000001,,0,"12 Stinkbombenanschläge auf Pelzgeschäfte mit hohem Sachschaden in Frankfurt, Main und Wiesbaden",new data set,local
D,4478,1990,12,3,,Saturday,squatting,confrontational,Other left,economic (others),,.012,.012,,0,Zwölf Personen besetzen Haus wegen Wohnungsproblemen in Berlin,new data set,local
D,4482,1990,12,31,,,protest letters campaign,demonstrative,Peace,cultural liberalism,,,.38999999,,0,Briefaktion gegen drohenden Krieg im Irak,new data set,international
D,4483,1991,1,7,,Sunday,squatting,confrontational,Foreigners internal,immigration,,.2,.2,,0,200 Roma protestieren mit Kirchenbesetzung in Tübingen gegen ihre Abschiebung,new data set,regional
D,4484,1991,1,14,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,10,10,,1,10 000 demonstrieren in Frankfurt gegen drohenden Golfkrieg,new data set,international
D,4485,1991,1,14,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,15,15,,0,15 000 demonstrieren in Köln gegen drohenden Golfkrieg,new data set,international
D,4486,1991,1,14,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,40,40,,0,40 000 demonstrieren in Stuttgart gegen drohenden Golfkrieg,new data set,international
D,4487,1991,1,14,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,15,15,,1,15 000 demonstrieren in Hamburg gegen drohenden Golfkrieg,new data set,international
D,4489,1991,1,14,,Monday,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,1,Gebet für friedliche Lösung des Golfkonfliktes in Limburg in der Nacht vom 14. auf den 15.01.,new data set,international
