country,year,source_string,articleid,title,date,page,rubric,description,event_day,place_new,trans_place,duration,form,part_high,part_low,part_number2,transpart,campaign,issue_new1,issue_new2,issue_new3,frame1_1,frame1_2,frame1_3,frame2_1,frame2_2,frame2_3,frame3_1,frame3_2,frame3_3,european_frame1,european_frame2,european_frame3,ad1_level,ad1_type,ad2_level,ad2_type,police,arrests,wounded,noorgs,org1_name,org1_type,org2_name,org2_type,org3_name,org3_type,org4_name,org4_type,org5_name,org5_type,org6_name,org6_type,org7_name,org7_type,comment,place_num,place_string,european_issue,european_frame,european_ad,european_theme,european_actor
F,2009,,Social; Manifestations en Europe_17.05.2009_-,Social; Manifestations en Europe,17 May 09,,,"Une manifestation à l'appel de la Confédération européenne des syndicats (CES) a réuni environ 40 000 personnes, vendredi 15 mai à Bruxelles, pour demander aux pouvoirs publics de consacrer plus d'argent à la protection de l'emploi dans l'Union",Friday,BE: Brüssel,1,1,"demonstration, protest march",40000,,40000,1,European campaign,Social/labor,,,,,,,,,,,,,,,European,EU in general,,,0,0,0,1,EUROP: Confédération européenne des syndicats (CES),transnational union,F: CFDT,national trade union ,F: CGT,national trade union ,F: FO,national trade union ,,,,,,,,201,,1,,1,1,1
F,2000,,Les viticulteurs du Languedoc_14.08.2000_-,Les viticulteurs du Languedoc,14 Aug 00,,,"Les viticulteurs du Languedoc protestent contre l'Europe: Aux prises avec la concurrence déloyale de mélanges de vins européens, 700 viticulteurs de Languedoc-Roussillon ont manifesté, vendredi 11 août, dans l'après-midi, à Montpellier, à l'app",Friday,F: Montpellier,0,1,"demonstration, protest march",700,,700,0,no campaign,Agriculture,,,e2 economic prosperity/liberalism,,,,,,,,,0,,,national,National state actor,,,0,0,0,0,,,,,,,,,,,,,,,,998,F: Montpellier,1,0,0,1,0
F,2005,,Les betteraviers se mobilisent_20.07.2005_-,Les betteraviers se mobilisent,20 Jul 05,,,"Plus de 5 000 personnes ont manifesté, lundi 18 juillet à Bruxelles, pendant que les ministres de l'agriculture examinaient un projet visant à réduire la production et le prix du sucre",Monday,BE: Brüssel,1,1,"demonstration, protest march",5000,,5000,1,no campaign,Agriculture,,,,,,,,,,,,,,,European,Council of Ministers,,,0,0,0,0,,,,,,,,,,,,,,,,201,,1,,1,1,1
F,1995,,Deux mille planteurs de_18.01.1995_-,Deux mille planteurs de,18 Jan 95,,,Manifestation a Strasbourg contre la baisse des revenus des producteurs. Planteurs de tabac réclament le rétablissement des soutiens communautiares à la production,Monday,F: Strasbourg,0,1,"demonstration, protest march",2000,,2000,1,no campaign,,Agriculture,,,,,e2 economic prosperity/liberalism,e2 economic prosperity/liberalism,,,,,,0,,European,EU in general,,,0,0,0,5,F: FNSEA,national interest association,F: CNJA,national interest association,F: planteurs de tabac d'Alsace,subnational interes association ,F: Seita/CGT,national trade union ,F: Fédération nationale des producteurs de tabac de France,national interest association,,,,,"issue: wirklich agriculture?, weitere adressaten?",2,,1,,1,1,1
F,2002,,70000 syndicalistes ouvrent le_16.03.2002_-,70000 syndicalistes ouvrent le,16 Mar 02,,,"Ce jeudi 14 mars, veille de l'ouverture du sommet européen, grâce au vent frais venu de la mer qui faisait claquer drapeaux rouges et banderoles, la manifestation convoquée par la Confédération européenne des syndicats Pour une Europe sociale e",Thursday,ES: Barcelona,1,1,"demonstration, protest march",100000,60000,80000,1,national campaign,Social/labor,Social/labor,,e2 economic prosperity/liberalism,,,,,,,,,0,,,European,European Council,,,0,0,0,5,EUROP: Confédération européenne des syndicats (CES),transnational union,F: CGT,national trade union ,ES: CCOO,national trade union ,ES: UGT,national trade union ,ES: ELA,national trade union ,,,,,,998,ES: Barcelona,1,0,1,1,1
F,2005,,"A Marseille, la gauche_05.10.2005_-","A Marseille, la gauche",05 Oct 05,,,A la veille de la journée de manifestation du mardi 4 octobre,Tuesday,F: France (in general),0,,"demonstration, protest march",,,2000,0,national campaign,EU integration (general),,,,,,,,,,,,,,,national,Public as a whole,,,0,0,0,8,F: PCF,national party ,F: LCR,national party ,F: PS,national party ,F: Fondation Copernic,national interest association,F: PS,subnational party  ,F: Lutte ouvrière,national party ,EU: fédération socialiste,transnational party,TP: les Verts; SNCM und Nestlé???,999,,1,,0,1,1
F,1996,,Les chambres d'agriculture pour_15.06.1996_-,Les chambres d'agriculture pour,15 Jun 96,,," Il faut continuer à s'opposer à la levée de l'embargo tant que le Royaume-Uni n'aura pas donné toutes les garanties quant à l'éradication de l'ESB sur son territoire, a indiqué pour sa part Luc Guyau, président de la FNSEA, qui a annoncé un ma",Friday,F: France (in general),0,1,"demonstration, protest march",,,2000,0,national campaign,Agriculture,Agriculture,,ou5 other utilitarian,,,,,,,,,0,,,European,EU in general,,,0,0,0,1,F: FNSEA,national interest association,,,,,,,,,,,,,,100,,1,0,1,1,0
F,2003,,La FNSEA manifeste contre_09.04.2003_-,La FNSEA manifeste contre,09 Apr 03,,," Lundi 7 avril, 84 fédérations départementales se sont mobilisées, selon la FNSEA. Plusieurs milliers de personnes ont défilé, un nombre inférieur aux attentes du syndicat. Des manifestations ont eu lieu à Avignon, Mâcon, Rodez, Cahors, Auch, C",Monday,F: France (in general),0,1,"demonstration, protest march",5000,,5000,0,national campaign,Agriculture,,,ou5 other utilitarian,,,,,,,,,0,,,European,European Commission,,,0,0,0,84,F,subnational interes association ,,,,,,,,,,,,,,100,,1,0,1,1,0
F,1999,,"L'OTAN, c'est la guerre_13.04.1999_-","L'OTAN, c'est la guerre",13 Apr 99,,,"Les manifestants ont défilé en sacndant: L'OTAN, c'est la guerre, L'Union européene, c'est la guerre….",Saturday,F: Paris,0,1,"demonstration, protest march",1000,,1000,0,no campaign,Peace/foreign affairs,Peace/foreign affairs,EU integration (general),,,,c3 multiculturalist-universalist,,,c3 multiculturalist-universalist,,,,0,0,national,National state actor,,,0,0,0,2,F: Parti des travailleurs (trotskiste/lambertiste),national party ,F: Gauche communiste,national trade union ,,,,,,,,,,,"unklar, was issue und was adressat ist -> nato/EU sind Krieg, französische Truppen raus aus dem Balkan",1,,1,,0,1,0
F,2008,,Paris milite pour une_30.05.2008_-,Paris milite pour une,30 May 08,,,"Les dirigeants européens divergent sur la façon de répondre aux revendications des pêcheurs, agriculteurs et routiers mobilisés un peu partout en Europe contre l'envolée des tarifs du gazole. Mercredi 28 mai, à Varsovie, Nicolas Sarkozy, qui as",Unknown,F: France (in general),0,,"demonstration, protest march",,,2000,0,European campaign,Market/liberalization,,,,,,,,,,,,,,,national,National state actor,,,0,0,0,0,,,,,,,,,,,,,,,,999,,0,,0,1,1
F,1997,,Les chomeurs-marcheurs sont arrives_16.06.1997_-,Les chomeurs-marcheurs sont arrives,16 Jun 97,,,marche européenne contre le chômage et l'exclusion qui culmine le 14 juin à Amsterdam,Friday,NL: Amsterdam,1,60,"demonstration, protest march",500,,500,1,internat. campaign,Social/labor,EU integration (general),Social/labor,,,,,,,,,,,,,European,Council of Ministers,European,Public as a whole,0,0,0,0,défense de chômeurs,"transnational social movement organisation, initiative, network",F: SUD,national trade union ,F: CFDT,national trade union ,F: SUD-PTT,national trade union ,,,,,,,,202,,1,,1,1,1
F,2006,,Le camp du non_14.02.2006_-,Le camp du non,14 Feb 06,,,"Le lien direct que ces organisations établissent entre le combat contre la directive Bolkestein et le non à la Constitution ne favorise pas le rapprochement entre leur initiative et la manifestation convoquée sur le même thème, mardi, par la Co",Tuesday,F: Strasbourg,0,1,"demonstration, protest march",,,2000,0,no campaign,Market/liberalization,,,c2 nationalistic-institutional,,,,,,,,,0,,,European,European Parliament,,,0,0,0,6,EUROP: Confédération européenne des syndicats (CES),transnational union,F: CFDT,national trade union ,F: CFTC,national trade union ,F: CGT,national trade union ,F: FO,national trade union ,F: UNSA,national trade union ,,,,2,,1,0,1,1,1
F,1997,,Les syndicats attendent 20000 manifestant_21.11.1997_-,Les syndicats attendent 20000 manifestant,21 Nov 97,,,les syndicats européens mobilisent pour l'emploi et l'Europe social  au sommet européen sur l'emploi,Thursday,LU: Luxemburg,1,1,"demonstration, protest march",,,2000,1,no campaign,Social/labor,Market/liberalization,Social/labor,ou5 other utilitarian,e1 labour & social security,e1 labour & social security,e1 labour & social security,e2 economic prosperity/liberalism,e2 economic prosperity/liberalism,,,,0,0,,European,European Council,,,0,0,0,12,CES,transnational union,F: FO,national trade union ,F: CFDT,national trade union ,F: CFTC,national trade union ,F: CGT,national trade union ,BE: CSC,national trade union ,BE: FGTB,national trade union ,"Org.8: NG (22), D: DGB; Org.9: NG (22), F: FO; Org.10: NG (22), F: CFE-CGC, Org.11: NG (22), F: UNSA; Org.12: NG (22), F: FSU",998,LU,1,0,1,1,1
F,1997,,Les chomeurs-marcheurs sont arrives_16.06.1997_-,Les chomeurs-marcheurs sont arrives,16 Jun 97,,,"a Amsterdam pour une manifestation europeenne conte le chomage, la precarité et l'exclusion",Saturday,NL: Amsterdam,1,1,"demonstration, protest march",50000,20000,35000,1,internat. campaign,Social/labor,Social/labor,,,,,,,,,,,,,,European,Council of Ministers,,,0,0,0,17,EUROP: European Network of Unemployed (ENU),transnational union,F: Comité des sans-logis (CDSL),national interest association,F: Droit au logement (DAL),national interest association,F: Droit devant,national interest association,F: PCF,national party ,F: APEIS,national trade union ,F: MNCP,"national social movement organisation, initiative, network","Org. 8 NG (22): F: SUD; Org. 9 NG (22): F: CFDT-En lutte; Org. 10 NG (22): ES: CGT; Org. 11 NG (22): I: l'Alternativa syndicale italienne; Org. 12 NG (22): F: Group des dix; Org. 13 NP (21): F: Les Verts; Org. 14 NP (21): ""une frange de la soci",202,,1,,1,1,1
F,2003,,La FNSEA manifeste contre_09.04.2003_-,La FNSEA manifeste contre,09 Apr 03,,,"La mobilisation a été la plus forte dans l'Ouest: plusieurs centaines d'agriculteurs ont manifesté à Laval, Angers, La Roche-sur-Yon et Rennes. Des plaintes ont été déposées contre la Commission européenne pour atteinte à la liberté syndicale.",Monday,F: France (in general),0,1,"demonstration, protest march",500,,500,0,national campaign,Agriculture,,,ou5 other utilitarian,,,,,,,,,0,,,European,European Commission,,,0,0,0,84,F,subnational interes association ,,,,,,,,,,,,,,100,,1,0,1,1,0
F,2003,,Grève européenne des dockers_12.03.2003_-,Grève européenne des dockers,12 Mar 03,,,Comme à Bruxelles la semaine dernièrela manifestation a donné lieu à des heurts violents avec les forces de l'ordre aux abords de l'Assemblée.,Unknown,BE: Brüssel,1,1,"demonstration, protest march",,,2000,0,no campaign,,,,,,,,,,,,,,,,European,European Commission,,,0,0,0,0,,,,,,,,,,,,,,,,201,,0,,1,0,1
F,2000,,HEADLINE: Les independantistes basques_17.10.2000_-,HEADLINE: Les independantistes basques,17 Oct 00,,,"puis ont lance plusieurs actions, dont l'une, vendredi, s'est transformee en marche vers Biarritz pour l'amnistie et la liberte des prisonniers basques.",Friday,F: Bayonne,0,,"demonstration, protest march",,,2000,1,national campaign,Peace/foreign affairs,Peace/foreign affairs,,,,,,,,,,,,,,European,Council of Ministers,,,0,0,0,1,ES?: Haika,"national social movement organisation, initiative, network",ES: Euskal Herritarrok,national party ,F: Abertzaleen Batasuna,national party ,,,,,,,,,,998,F: Bayonne,0,,1,0,1
F,2010,,Réforme des retraites: la_01.07.2010_-,Réforme des retraites: la,01 Jul 10,,,"Dans un contexte où les politiques de rigueur vont s'accentuer - une manifestation syndicale européenne est prévue le 29 septembre à Bruxelles -, l'intersyndicale va se battre pour amender au maximum la réforme lors du débat parlementaire. La p",Wednesday,BE: Brüssel,1,1,"demonstration, protest march",,,2000,1,no campaign,Social/labor,,,,,,,,,,,,,,,European,European Parliament,,,0,0,0,1,syndicale européenne,national trade union ,,,,,,,,,,,,,,201,,1,,1,1,1
F,1997,,"A Paris, soixante-dix mille_12.06.1997_-","A Paris, soixante-dix mille",12 Jun 97,,,"A la dernière manifestation européenne pour l'emploi, le 16 mars, à Bruxelles, Lionel Jospin en personne conduisait la délégation du Parti socialiste.",Unknown,BE: Brüssel,1,1,"demonstration, protest march",,,2000,1,national campaign,Social/labor,,,,,,,,,,,,,,,European,European Council,,,0,0,0,1,F: PS,national party ,,,,,,,,,,,,,,201,,1,,1,1,1
F,2000,,Le baroud d'honneur des_09.12.2000_-,Le baroud d'honneur des,09 Dec 00,,,"Un incident oppose des manifestants au service d'ordre du Front national, qui avait appelé à un rassemblement dans les quartiers ouest de Nice, en présence de Bruno Gollnisch et de Marie-France Stirbois. Un membre du Front national et un milita",Thursday,F: Nice,0,1,"demonstration, protest march",,,2000,1,national campaign,EU integration (general),,,,,,,,,,,,,,,European,European Council,,,1,0,1,2,F: Front National (FN),national party ,GB: extrême gauche britannique,national party ,,,,,,,,,,,,998,F: Nice,1,,1,1,1
F,2001,,Plus de 100000 manifestants_14.12.2001_-,Plus de 100000 manifestants,14 Dec 01,,,Dès jeudi après-midide 80 000 à 100 000 travailleurs défilerontà l'appel de la Confédération européenne des syndicats (CES)pour une Europe plus socialesolidaire et démocratique,Thursday,BE: Brüssel,1,1,"demonstration, protest march",100000,80000,90000,1,national campaign,Social/labor,EU integration (general),,,,,,,,,,,,,,European,European Council,,,0,0,0,8,EUROP: Confédération européenne des syndicats (CES),transnational union,B,national trade union ,F,national trade union ,BE: Oxfham Belgique,"national social movement organisation, initiative, network",F: PCF,national party ,F: les Verts,national party ,EP: Lutte ouvrière,transnational party,8: 21: F: LCR,201,,1,,1,1,1
F,1996,,Les syndicats de France_20.03.1996_-,Les syndicats de France,20 Mar 96,,,"… la date du 29 mars, jour où elle appelle déjà les agents de France Télécom à manifester pour la défense du service public, à l'occasion de la tenue de la Conférence intergouvernementale européenne.",Friday,F: France (in general),0,1,"demonstration, protest march",,,2000,0,no campaign,Market/liberalization,,,,,,,,,,,,,,,European,European Council,,,0,0,0,1,F: CGT-PTT,national trade union ,,,,,,,,,,,,,,999,,0,,1,0,0
F,2001,,Près de 20000 personnes_17.12.2001_-,Près de 20000 personnes,17 Dec 01,,,"C'était le premier grand rendez-vous des opposants à la mondialisation après les attentats du 11 septembre. Près de vingt mille personnes ont défilé, vendredi 14 decembre, dans les rues de la capitale belge, sous le mot d'ordre général Pour une",Friday,BE: Brüssel,1,1,"demonstration, protest march",20000,,20000,1,national campaign,Market/liberalization,,Environment/animal,c3 multiculturalist-universalist,,,c3 multiculturalist-universalist,,,,,,0,0,,European,European Council,,,0,0,0,5,organisations non gouvernementales catholiques,national religious organisation,non gouvernementales socialistes,"national social movement organisation, initiative, network",collectif D-14,Unknown,associations de chômeurs,national interest association,Marches contre le chômage et la précarité,"transnational social movement organisation, initiative, network",Attac,"transnational social movement organisation, initiative, network",F: FGTB,national trade union ,"8: 22: I: Cobas italiens, 9: 22: F: SUD, 10: 22: F: Groupe des Dix; gauche radicale",201,,1,0,1,1,1
F,2003,,Grève européenne des dockers_12.03.2003_-,Grève européenne des dockers,12 Mar 03,,,Non à la déréglementation européenne/: des milliers de dockersbelgesnéerlandaisanglaisespagnols et français sont venus manifester à Strasbourglundi 10 marscontre un projet de directive européenne libéralisant l'accès aux services portuaires dis,Monday,F: Strasbourg,0,1,"demonstration, protest march",,,2000,1,no campaign,Market/liberalization,,,e1 labour & social security,e2 economic prosperity/liberalism,,,,,,,,0,,,European,European Parliament,,,1,0,0,5,unspezifisch,national trade union ,F: CGT,national trade union ,F: CGT Fos-Marseille,subnational union ,,,,,,,,,,2,,1,0,1,1,1
F,1996,,Strasbourg: Les pêcheurs demandent_29.10.1996_-,Strasbourg: Les pêcheurs demandent,29 Oct 96,,,"pêcheurs ont défilé dans les rues de Strasbourg, samedi 26 octobre, pour demander aux responsables de l'Union européenne une régulation de la population des grands cormorans, espèce protégée au titre de la directive communautaire sur les oiseau",Saturday,F: Strasbourg,0,1,"demonstration, protest march",10000,5000,7500,1,no campaign,Agriculture,,,ou3 environment/sustainability,e2 economic prosperity/liberalism,ou3 environment/sustainability,,,,,,,0,,,European,EU in general,,,0,0,0,12,F: fédération de pêche,national interest association,D: fédération de pêche,national interest association,CH: fédération de pêche,national interest association,NL: fédération de pêche,national interest association,DK: fédération de pêche,national interest association,,,,,,2,,1,0,1,1,1
F,1997,,Six cents militant d'extrême_25.02.1997_-,Six cents militant d'extrême,25 Feb 97,,,600 militants organisent uns marche européenne contre le chômage,Unknown,BE: Brüssel,1,1,"demonstration, protest march",600,,600,1,internat. campaign,Social/labor,EU integration (general),,,,,,,,,,,,,,European,Council of Ministers,European,Public as a whole,0,0,0,4,défense de chômeurs,"transnational social movement organisation, initiative, network",F: SUD,national trade union ,F: CFDT,national trade union ,F: SUD-PTT,national trade union ,,,,,,,,201,,1,,1,1,1
F,2000,,Syndicalistes et antimondialistes dans_08.12.2000_-,Syndicalistes et antimondialistes dans,08 Dec 00,,,"Mercredi, plusieurs dizaines de milliers de personnes ont défilé dans les rues de Nice. Derrière la banderole de tête réclamant une Europe de l'emploi et des droits sociaux cohabitaient deux cortèges aux analyses très distinctes. Devant, le déf",Wednesday,F: Nice,0,1,"demonstration, protest march",60000,,60000,1,national campaign,Social/labor,Social/labor,Human rights or so,,,,,,,,,,,,,European,European Council,,,0,0,0,14,EUROP: Confédération européenne des syndicats (CES),transnational union,SI: Solidarnosc,national trade union ,I: CGIL,national trade union ,ES: Commission ouvrières,national trade union ,D: DGB,national trade union ,LU: OGB-L,national trade union ,F: CGT,national trade union ,"Org. 8 NG (22): F: CFDT, Org. 9 NG (22): F: FO, Org. 10 NG (22): F: CFTC; Org.11 NG (22): F: UNSA; Org. 12 NB?: I: Invisibli; Org. 13 NB?: ES: Occupas; Org. 14: NV: F: Force ouvrière",998,F: Nice,1,,1,1,1
F,2005,,RÉFÉRENDUM: manifestation à Paris_25.01.2005_-,RÉFÉRENDUM: manifestation à Paris,25 Jan 05,,,"Plusieurs milliers de personnes ont défilé, samedi 22 janvier à Paris, pour dire « non » à la Constitution européenne à l'appel du « comité national pour le non » réuni à l'initiative du Parti des travailleurs.",Saturday,F: Paris,0,1,"demonstration, protest march",5000,,5000,0,no campaign,EU integration (general),,,,,,,,,,,,,,,national,Public as a whole,,,0,0,0,2,F: Comité national pour le non,"national social movement organisation, initiative, network",F: Parti des travailleurs,national party ,,,,,,,,,,,,1,,1,,0,1,0
F,1998,,La caravane des pâturages_14.02.1998_-,La caravane des pâturages,14 Feb 98,,,La Caravane des p^turages de France vise à sensibiliser Bruxelles au sort spécifique des éleveurs qui nourrissent leurs bovins essentiellement à l'herbe et qui éprouvent des difficultés particulières; L'arrivée est prévue à Bruxelles le lundi 2,Saturday,F: France (in general),0,10,"demonstration, protest march",100,,100,0,no campaign,Agriculture,Agriculture,Agriculture,,,,,,,,,,,,,European,European Commission,national,National state actor,0,0,0,1,F: Fédération régionale des syndicats d'exploitants agricoles (FRSEA),national interest association,,,,,,,,,,,,,,100,,1,,1,1,0
F,1998,,Nouvelles mailles pour la_20.05.1998_-,Nouvelles mailles pour la,20 May 98,,,Les pêcherus fancais manifestent à l'île d'Yeu dans l'espoir de peser sur la réunion des ministres des Quinze- gegen neue Netze,Unknown,F: île d'Yeu,0,,"demonstration, protest march",,,2000,0,no campaign,Agriculture,,,ou5 other utilitarian,,,,,,,,,0,,,European,Council of Ministers,,,0,0,0,0,,,,,,,,,,,,,,,,998,F: île d'Yeu,1,0,1,1,0
F,1996,,Les éleveurs de bovins_16.09.1996_-,Les éleveurs de bovins,16 Sep 96,,," Pour le reste, les manifestants ont sacrifié aux rites imposés dans tout rassemblement agricole: porte de la trésorerie générale murée, feu de paille et de pneus devant la préfecture. Les agriculteurs de la région se sont donné rendez-vous à A",Monday,F: Auch,0,1,"demonstration, protest march",,,2000,0,national campaign,Agriculture,,,,,,,,,,,,,,,European,Council of Ministers,,,0,0,0,0,,,,,,,,,,,,,,,,998,F: Auch,1,,1,1,0
F,1998,,Les chasseurs font campagne_16.02.1998_-,Les chasseurs font campagne,16 Feb 98,,,Manifestation contre Natura 2000,Saturday,F: Paris,0,1,"demonstration, protest march",100000,,100000,0,no campaign,Environment/animal,Environment/animal,,ou5 other utilitarian,,,,,,,,,0,,,national,National state actor,European,European Commission,0,0,0,6,F: Union nationale des fédérations de chasseurs,national interest association,F: Front national,national party ,F: PCF,national party ,F: RPF,national party ,F: UDF,national party ,"F: Chasse, Pêche, Nature, Traditions (CPNT)",national party ,,,,1,,1,0,1,1,0
F,2006,,Paris rejette la réforme_24.06.2006_-,Paris rejette la réforme,24 Jun 06,,,"Jérôme Volle, un viticulteur de l'Ardèche qui manifestait jeudi devant la représentation de la Commission à Paris, à l'appel de la FNSEA et des Jeunes agriculteurs, redoute les départs ",Thursday,F: Paris,0,1,"demonstration, protest march",,,2000,0,no campaign,Agriculture,,,e1 labour & social security,ou5 other utilitarian,e2 economic prosperity/liberalism,,,,,,,0,,,European,European Commission,,,0,0,0,2,F: FNSEA,national interest association,F: Jeunes Agriculteurs (JA),national interest association,,,,,,,,,,,,1,,1,0,1,1,0
F,2010,,Une manifestation à l'échelle_01.10.2010_-,Une manifestation à l'échelle,01 Oct 10,,,"De 56 000 à 100 000 personnes, selon les estimations divergentes de la police et des syndicats, ont défilé, mercredi 29 septembre, à Bruxelles pour protester contre les plans d'austérité décidés par une série d'Etats européens. En additionnant ",Wednesday,BE: Brüssel,1,1,"demonstration, protest march",100000,56000,78000,1,European campaign,Market/liberalization,,,e2 economic prosperity/liberalism,,,,,,,,,0,,,European,European Commission,,,0,0,0,1,EUROP: Confédération européenne des syndicats (CES),transnational union,,,,,,,,,,,,,,201,,1,0,1,1,1
F,2005,,"Manifestation des ""non de_18.06.2005_-","Manifestation des ""non de",18 Jun 05,,,"Plus de 4 000 personnes ont défilé, jeudi 16 juin à Paris, à l'appel des organisations partisanes du non au référendum du 29 mai.",Thursday,F: Paris,0,1,"demonstration, protest march",4000,,4000,0,European campaign,EU integration (general),Market/liberalization,EU integration (general),c3 multiculturalist-universalist,,,e2 economic prosperity/liberalism,e2 economic prosperity/liberalism,e1 labour & social security,ou5 other utilitarian,c3 multiculturalist-universalist,c3 multiculturalist-universalist,0,0,0,European,European Council,,,0,0,0,30,F: PS (Landes),subnational party  ,F: PS (Essonne),subnational party  ,F: PCF,national party ,F: LCR,national party ,F: Attac,"national social movement organisation, initiative, network",F: Mouvement républicain et citoyen,"national social movement organisation, initiative, network",F: Fondation Copernic,"national social movement organisation, initiative, network",Org. 8: NP (21): F: les Verts; Org. 9: NG (23): Gewerkschaften,1,,1,0,1,1,1
F,1999,,HEADLINE: OGM: la resistance_02.09.1999_-,HEADLINE: OGM: la resistance,02 Sep 99,,," En France, les manifestations de soutien a Jose Bove ont continue dans le calme, mardi 31 aout, dans l'attente de la decision de la chambre d'accusation de la cour d'appel de Montpellier sur la liberation du dirigeant de la Confederation paysa",Tuesday,F: France (in general),0,1,"demonstration, protest march",,,2000,0,national campaign,Others,Agriculture,,,,,,,,,,,,,,national,National state actor,third country,National state actor,0,0,0,0,,,,,,,,,,,,,,,,100,,0,,0,1,0
F,1999,,Les dirigeants francais défendent_19.02.1999_-,Les dirigeants francais défendent,19 Feb 99,,,"Des manifestations ont été organisées, mercredi, dans le Cantal et le Gers -> Gers (also Auch) codiert mit mehr Infos, hier nur Cantal",Wednesday,F: Cantal,0,1,"demonstration, protest march",,,2000,0,national campaign,Agriculture,,,,,,,,,,,,,,,European,Council of Ministers,,,0,0,0,1,F,national interest association,,,,,,,,,,,,,,104,,1,,1,1,0
F,2008,,Questions-Réponses; Normes_16.12.2008_-,Questions-Réponses; Normes,16 Dec 08,,,"Ce nouveau texte, sur lequel le Parlement européen devrait se prononcer mardi 16 décembre, ne satisfait toutefois pas les associations de consommateurs qui manifestaient le 10 décembre à Paris pour protester contre la non-interdiction de certai",Wednesday,F: Paris,0,1,"demonstration, protest march",,,2000,0,no campaign,Market/liberalization,,,ou5 other utilitarian,,,,,,,,,0,,,,Unclear,,,0,0,0,5,F: associations de consommateurs,national interest association,,,,,,,,,,,,,,1,,1,0,0,1,0
F,2000,,Le baroud d'honneur des_09.12.2000_-,Le baroud d'honneur des,09 Dec 00,,,Quelques cortèges officiels filent au loin. ,Thursday,F: Nice,0,1,"demonstration, protest march",,,2000,1,national campaign,Market/liberalization,,,,,,,,,,,,,,,European,European Council,,,1,0,0,30,Marches européenes contre le chômage et la précarité,"transnational social movement organisation, initiative, network",F: SUD,national trade union ,ES: CGT espagnoles,national trade union ,Attac,"transnational social movement organisation, initiative, network",F: Droit au logement,national interest association,F: Droits Devant,national interest association,F: LCR,national party ,"8 NP: F: Alternative libertaire, 9 N?: I: Invisibles italiens; 10 NP: GR: trotskiste, 11 N?: D: autonomes allemand; eine Reiehe von Anarchisten und écologistes d'obédience diverse; jeunes Basques radicaux",998,F: Nice,1,,1,1,1
F,2002,,Mobilisation en France_16.03.2002_-,Mobilisation en France,16 Mar 02,,,"En appui à la manifestation de Barcelone, plusieurs syndicats français ont mobilisé leurs troupes en France pour défendre les services publics à la française.",Thursday,F: Paris,0,1,"demonstration, protest march",25000,10000,17500,0,national campaign,Market/liberalization,,,e2 economic prosperity/liberalism,,,,,,,,,0,,,,Unclear,,,0,0,0,5,F: fédérations CGT des cheminots et de l'énergie,national trade union ,F: PCF,national party ,F: URIF,national trade union ,F: LCR,national party ,,,,,,,,1,,1,0,0,1,0
F,1999,,Si Santers s'en tire_24.02.1999_-,Si Santers s'en tire,24 Feb 99,,,"En dépit du mauvais temps, des rafales de bise froide et des averses de grésil, les agriculteurs de l'Union européenne avaient répondu en masse à l'appel de la Confédération des organisations agricoles européenne, les invitant à venir protester",Monday,BE: Brüssel,1,1,"demonstration, protest march",50000,30000,40000,1,no campaign,Agriculture,Agriculture,,e1 labour & social security,e1 labour & social security,e2 economic prosperity/liberalism,e2 economic prosperity/liberalism,,,,,,0,0,,European,European Commission,European,Council of Ministers,1,0,0,2,EUROP: COPA,transnational union,F: FNSEA,national trade union ,,,,,,,,,,,,998,BE: Brüssel,1,0,1,1,1
F,1996,,Les infirmières du secteur_13.05.1996_-,Les infirmières du secteur,13 May 96,,,"Un arrêté d'octobre 1994, pris par Mm Simone Veil, autorisant la délivrance de diplômes d'Etat aux infirmiers(ères) du secteur psychiatrique a, en effet, été suspendu à la fin de l'an dernier, sur consigne de la Commission européenne, avec reco",Thursday,F: Paris,0,1,"demonstration, protest march",7000,5000,6000,0,no campaign,Market/liberalization,Market/liberalization,,ou5 other utilitarian,,,,,,,,,0,,,national,National state actor,,,0,0,0,0,,,,,,,,,,,,,,,,1,,1,0,0,1,0
F,1995,,Les syndicats se sont_01.06.1995_-,Les syndicats se sont,01 Jun 95,,,cheminots manifestent à Paris pour protester contre les projets de déréglementation des chemins de fer en Europe et le contrat de plan Etat-SNCF en cours d'élaboration,Wednesday,F: Paris,0,1,"demonstration, protest march",50000,12000,31000,0,national campaign,Transport,Market/liberalization,Market/liberalization,e1 labour & social security,e1 labour & social security,,e1 labour & social security,,,,,,0,0,,European,European Commission,national,National state actor,0,0,0,7,F: CGT,national interest association,F: CFDT,national interest association,F: FO,national interest association,C: CFTC,national interest association,F: FMC,national interest association,F: CGC,national interest association,F: UNCM,national interest association,Org8: NP -> F: PS,1,,1,0,1,1,0
F,2005,,"Quand les ""non"" au_08.02.2005_-","Quand les ""non"" au",08 Feb 05,,,"Dans le cortège parisien, un nombre non négligeable de manifestants profitent de l'occasion pour arborer leur opposition au projet de traité constitutionnel. Et dans les rangs de la CGT, ces proclamations sonnent comme un défi.",Saturday,F: Paris,0,1,"demonstration, protest march",517000,284000,400500,0,no campaign,Social/labor,Market/liberalization,EU integration (general),,,,,,,,,,,,,national,National state actor,,,0,0,0,4,F: CGT,national interest association,F: PS (Nouveau Monde),national party ,F: LCR,national party ,F: PCF,national party ,,,,,,,Gegner zu den europäischen Verträgen haben sich quasi eingeladen zur Demonstration,1,,1,,0,1,0
